Measurement ID	Occurrence ID	MeasurementParent	MeasurementOfTaxon	Measurement Type	Measurement Value	Unit	Statistical Method	Remarks	Contributor	ReferenceID
M1622	C113		true	http://purl.obolibrary.org/obo/OBA_1000085	20	http://purl.obolibrary.org/obo/UO_0000017	http://www.ebi.ac.uk/efo/EFO_0001444		Compiler: Anne E Thessen	R003
M1623	C114		true	http://purl.obolibrary.org/obo/OBA_1000096	http://purl.obolibrary.org/obo/PATO_0002411				Compiler: Anne E Thessen	R004
M1624	C114		true	http://eol.org/schema/terms/HypoconeShape	http://purl.obolibrary.org/obo/PATO_0002214			two or three horn extensions	Compiler: Anne E Thessen	R004
M1625	C114		true	http://purl.obolibrary.org/obo/GO_0097618	http://purl.obolibrary.org/obo/PATO_0000467				Compiler: Anne E Thessen	R004
M1626	C114		true	http://eol.org/schema/terms/CingulumLocation	http://purl.obolibrary.org/obo/FMA_74528				Compiler: Anne E Thessen	R004
M1627	C114		true	http://purl.obolibrary.org/obo/OBA_1000092	http://purl.obolibrary.org/obo/PATO_0001596				Compiler: Anne E Thessen	R004
M1628	C114		true	http://eol.org/schema/terms/EpiconeShape	http://eol.org/schema/terms/hemispherical				Compiler: Anne E Thessen	R004
M1629	C114		true	http://eol.org/schema/terms/HypoconeShape	http://eol.org/schema/terms/vaseShaped				Compiler: Anne E Thessen	R004
M1630	C114		true	http://purl.obolibrary.org/obo/OBA_0000052	http://eol.org/schema/terms/epiconeWider				Compiler: Anne E Thessen	R004
M1631	C114		true	http://eol.org/schema/terms/CellShape3D	http://purl.obolibrary.org/obo/PATO_0002240				Compiler: Anne E Thessen	R004
M1632	C114		true	http://eol.org/schema/terms/CellShapeFrontal	http://eol.org/schema/terms/circleTriangle				Compiler: Anne E Thessen	R004
M1633	C114		true	http://eol.org/schema/terms/CellShapeMedian	http://eol.org/schema/terms/circleTriangle				Compiler: Anne E Thessen	R004
M1634	C114		true	http://eol.org/schema/terms/CellShapeTransverse	http://purl.obolibrary.org/obo/PATO_0000411				Compiler: Anne E Thessen	R004
M1635	C114		true	http://purl.obolibrary.org/obo/OBA_1000134	http://purl.obolibrary.org/obo/PATO_0001857				Compiler: Anne E Thessen	R004
M1636	C114		true	http://purl.obolibrary.org/obo/OBA_1000133	http://purl.obolibrary.org/obo/PATO_0001950				Compiler: Anne E Thessen	R004
M1637	C114		true	http://eol.org/schema/terms/SulcusType	http://eol.org/schema/terms/straightSulcus				Compiler: Anne E Thessen	R004
M1638	C114		true	http://eol.org/schema/terms/CingulumType	http://eol.org/schema/terms/noDisplaceCingulum				Compiler: Anne E Thessen	R004
M1639	C114		true	http://purl.obolibrary.org/obo/GO_0097687	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R004
M1640	C114		true	http://purl.obolibrary.org/obo/GO_0097686	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R004
M1641	C114		true	http://eol.org/schema/terms/ColonyForming	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R004
M1642	C114		true	http://purl.obolibrary.org/obo/GO_0009507	http://purl.obolibrary.org/obo/PATO_0000467				Compiler: Anne E Thessen	R004
M1643	C114		true	http://purl.obolibrary.org/obo/OBA_1000084	http://purl.obolibrary.org/obo/PATO_0000701				Compiler: Anne E Thessen	R004
M1644	C114		true	http://purl.obolibrary.org/obo/OBA_1000093	http://eol.org/schema/terms/wideAndShallow				Compiler: Anne E Thessen	R004
M1645	C114		true	http://purl.obolibrary.org/obo/GO_1990413	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R004
M1646	C114		true	http://eol.org/schema/terms/CellLength	12	http://purl.obolibrary.org/obo/UO_0000017	http://www.ebi.ac.uk/efo/EFO_0001444		Compiler: Anne E Thessen	R004
M1647	C114		true	http://eol.org/schema/terms/Habitat	http://purl.obolibrary.org/obo/ENVO_00000570				Compiler: Anne E Thessen	R004
M1648	C115		true	http://eol.org/schema/terms/EpiconeShape	http://eol.org/schema/terms/hemispherical				Compiler: Anne E Thessen	R044
M1649	C115		true	http://purl.obolibrary.org/obo/OBA_0000052	http://eol.org/schema/terms/hypoconeWider				Compiler: Anne E Thessen	R044
M1650	C115		true	http://eol.org/schema/terms/EpiconeShape	http://purl.obolibrary.org/obo/PATO_0001499				Compiler: Anne E Thessen	R044
M1651	C115		true	http://eol.org/schema/terms/HypoconeShape	http://purl.obolibrary.org/obo/PATO_0001891				Compiler: Anne E Thessen	R044
M1652	C115		true	http://eol.org/schema/terms/CingulumType	http://eol.org/schema/terms/descendingCingulum				Compiler: Anne E Thessen	R044
M1653	C115		true	http://purl.obolibrary.org/obo/OBA_1000134	http://purl.obolibrary.org/obo/PATO_0001950				Compiler: Anne E Thessen	R044
M1654	C115		true	http://purl.obolibrary.org/obo/OBA_1000133	http://purl.obolibrary.org/obo/PATO_0001950				Compiler: Anne E Thessen	R044
M1655	C115		true	http://purl.obolibrary.org/obo/GO_0097687	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R044
M1656	C115		true	http://purl.obolibrary.org/obo/GO_0097686	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R044
M1657	C115		true	http://eol.org/schema/terms/CingulumLocation	http://eol.org/schema/terms/preMedian				Compiler: Anne E Thessen	R044
M1658	C115		true	http://eol.org/schema/terms/ColonyForming	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R044
M1659	C115		true	http://eol.org/schema/terms/Habitat	http://purl.obolibrary.org/obo/ENVO_01000321				Compiler: Anne E Thessen	R044
M1660	C115		true	http://purl.obolibrary.org/obo/GO_0097618	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R044
M1661	C115		true	http://purl.obolibrary.org/obo/GO_1990413	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R044
M1662	C115		true	http://purl.obolibrary.org/obo/OBA_1000084	http://purl.obolibrary.org/obo/PATO_0001410				Compiler: Anne E Thessen	R044
M1663	C115		true	http://purl.obolibrary.org/obo/OBA_1000092	http://eol.org/schema/terms/wideAndDeep				Compiler: Anne E Thessen	R044
M1664	C115		true	http://purl.obolibrary.org/obo/OBA_1000093	http://purl.obolibrary.org/obo/PATO_0000574				Compiler: Anne E Thessen	R044
M1665	C115		true	http://eol.org/schema/terms/SulcusType	http://eol.org/schema/terms/protrudingSulcus				Compiler: Anne E Thessen	R044
M1666	C115		true	http://purl.obolibrary.org/obo/OBA_1000075	http://purl.obolibrary.org/obo/PATO_0000337				Compiler: Anne E Thessen	R044
M1667	C115		true	http://purl.obolibrary.org/obo/OBA_1000084	http://purl.obolibrary.org/obo/PATO_0001410				Compiler: Anne E Thessen	R044
M1668	C115		true	http://eol.org/schema/terms/CellLength	42	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R044
M1669	C115		true	http://eol.org/schema/terms/CellLength	38	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R044
M1670	C115		true	http://eol.org/schema/terms/CellWidth	21	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R044
M1671	C115		true	http://eol.org/schema/terms/CellWidth	19	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R044
M1672	C115		true	http://eol.org/schema/terms/CellShape3D	http://purl.obolibrary.org/obo/PATO_0002239				Compiler: Anne E Thessen	R044
M1673	C115		true	http://eol.org/schema/terms/CellShapeTransverse	http://purl.obolibrary.org/obo/PATO_0000411				Compiler: Anne E Thessen	R044
M1674	C115		true	http://eol.org/schema/terms/CellShapeFrontal	http://eol.org/schema/terms/oval2D				Compiler: Anne E Thessen	R044
M1675	C115		true	http://eol.org/schema/terms/CellShapeMedian	http://eol.org/schema/terms/oval2D				Compiler: Anne E Thessen	R044
M1676	C116		true	http://eol.org/schema/terms/CellShape3D	http://purl.obolibrary.org/obo/PATO_0001891				Compiler: Anne E Thessen	R071
M1677	C116		true	http://eol.org/schema/terms/EpiconeShape	http://eol.org/schema/terms/hemispherical				Compiler: Anne E Thessen	R071
M1678	C116		true	http://eol.org/schema/terms/CellShapeTransverse	http://purl.obolibrary.org/obo/PATO_0000411				Compiler: Anne E Thessen	R071
M1679	C116		true	http://eol.org/schema/terms/CellShapeMedian	http://eol.org/schema/terms/oval2D				Compiler: Anne E Thessen	R071
M1680	C116		true	http://eol.org/schema/terms/CellShapeFrontal	http://eol.org/schema/terms/oval2D				Compiler: Anne E Thessen	R071
M1681	C116		true	http://purl.obolibrary.org/obo/GO_0097687	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R071
M1682	C116		true	http://purl.obolibrary.org/obo/GO_0097686	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R071
M1683	C116		true	http://eol.org/schema/terms/ColonyForming	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R071
M1684	C116		true	http://eol.org/schema/terms/Habitat	http://purl.obolibrary.org/obo/ENVO_01000321				Compiler: Anne E Thessen	R071
M1685	C116		true	http://purl.obolibrary.org/obo/GO_0009507	http://purl.obolibrary.org/obo/PATO_0000467				Compiler: Anne E Thessen	R071
M1686	C116		true	http://purl.obolibrary.org/obo/GO_0097618	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R071
M1687	C116		true	http://purl.obolibrary.org/obo/GO_1990413	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R071
M1688	C116		true	http://purl.obolibrary.org/obo/OBA_1000018	http://purl.obolibrary.org/obo/PATO_0001499				Compiler: Anne E Thessen	R071
M1689	C116		true	http://purl.obolibrary.org/obo/OBA_1000084	http://purl.obolibrary.org/obo/PATO_0000701				Compiler: Anne E Thessen	R071
M1690	C116		true	http://eol.org/schema/terms/HypoconeShape	http://eol.org/schema/terms/hemiellipse				Compiler: Anne E Thessen	R071
M1691	C116		true	http://purl.obolibrary.org/obo/OBA_1000133	http://purl.obolibrary.org/obo/PATO_0001950				Compiler: Anne E Thessen	R071
M1692	C116		true	http://purl.obolibrary.org/obo/OBA_1000134	http://purl.obolibrary.org/obo/PATO_0001950				Compiler: Anne E Thessen	R071
M1693	C116		true	http://eol.org/schema/terms/CingulumLocation	http://eol.org/schema/terms/preMedian				Compiler: Anne E Thessen	R071
M1694	C116		true	http://purl.obolibrary.org/obo/OBA_1000092	http://eol.org/schema/terms/wideAndDeep				Compiler: Anne E Thessen	R071
M1695	C116		true	http://eol.org/schema/terms/CingulumType	http://eol.org/schema/terms/descendingCingulum				Compiler: Anne E Thessen	R071
M1696	C116		true	http://purl.obolibrary.org/obo/OBA_1000093	http://eol.org/schema/terms/narrowAndDeep				Compiler: Anne E Thessen	R071
M1697	C116		true	http://eol.org/schema/terms/SulcusType	http://eol.org/schema/terms/straightSulcus				Compiler: Anne E Thessen	R071
M1698	C116		true	http://eol.org/schema/terms/NucleusLocation	http://purl.obolibrary.org/obo/BSPO_0000055				Compiler: Anne E Thessen	R071
M1699	C116		true	http://purl.obolibrary.org/obo/OBA_1000096	http://eol.org/schema/terms/gold				Compiler: Anne E Thessen	R071
M1700	C116		true	http://purl.obolibrary.org/obo/OBA_1000094	http://eol.org/schema/terms/radial				Compiler: Anne E Thessen	R071
M1701	C116		true	http://eol.org/schema/terms/ChloroplastLocation	http://purl.obolibrary.org/obo/BSPO_0000056				Compiler: Anne E Thessen	R071
M1702	C116		true	http://eol.org/schema/terms/CellLength	17	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R071
M1703	C116		true	http://eol.org/schema/terms/CellLength	15	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R071
M1704	C116		true	http://eol.org/schema/terms/CellWidth	12	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R071
M1705	C116		true	http://eol.org/schema/terms/CellWidth	11	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R071
M1706	C117		true	http://eol.org/schema/terms/CellLength	33	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R072
M1707	C117		true	http://eol.org/schema/terms/CellLength	22	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R072
M1708	C117		true	http://eol.org/schema/terms/CellWidth	46	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R072
M1709	C117		true	http://eol.org/schema/terms/CellWidth	30	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R072
M1710	C117		true	http://eol.org/schema/terms/CellShapeFrontal	http://purl.obolibrary.org/obo/PATO_0000411				Compiler: Anne E Thessen	R072
M1711	C117		true	http://eol.org/schema/terms/CellShapeFrontal	http://purl.obolibrary.org/obo/PATO_0000413				Compiler: Anne E Thessen	R072
M1712	C117		true	http://purl.obolibrary.org/obo/GO_0097618	http://purl.obolibrary.org/obo/PATO_0000467				Compiler: Anne E Thessen	R072
M1713	C117		true	http://purl.obolibrary.org/obo/OBA_1000133	http://purl.obolibrary.org/obo/PATO_0001950				Compiler: Anne E Thessen	R072
M1714	C117		true	http://eol.org/schema/terms/CellShapeTransverse	http://eol.org/schema/terms/oval2D				Compiler: Anne E Thessen	R072
M1715	C117		true	http://eol.org/schema/terms/ColonyForming	http://eol.org/schema/terms/facultative				Compiler: Anne E Thessen	R072
M1716	C117		true	http://eol.org/schema/terms/ColonyType	http://eol.org/schema/terms/string				Compiler: Anne E Thessen	R072
M1717	C117		true	http://eol.org/schema/terms/CingulumLocation	http://purl.obolibrary.org/obo/FMA_74528				Compiler: Anne E Thessen	R072
M1718	C117		true	http://eol.org/schema/terms/CingulumType	http://eol.org/schema/terms/noDisplaceCingulum				Compiler: Anne E Thessen	R072
M1719	C117		true	http://eol.org/schema/terms/SulcusType	http://eol.org/schema/terms/protrudingSulcus				Compiler: Anne E Thessen	R072
M1720	C117		true	http://purl.obolibrary.org/obo/OBA_1000075	http://purl.obolibrary.org/obo/PATO_0001941				Compiler: Anne E Thessen	R072
M1721	C117		true	http://eol.org/schema/terms/CellShape3D	http://purl.obolibrary.org/obo/PATO_0001874				Compiler: Anne E Thessen	R072
M1722	C117		true	http://purl.obolibrary.org/obo/GO_0097687	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R072
M1723	C117		true	http://purl.obolibrary.org/obo/GO_0097686	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R072
M1724	C117		true	http://eol.org/schema/terms/Habitat	http://purl.obolibrary.org/obo/ENVO_01000321				Compiler: Anne E Thessen	R072
M1725	C117		true	http://purl.obolibrary.org/obo/GO_1990413	http://purl.obolibrary.org/obo/PATO_0000462				Compiler: Anne E Thessen	R072
M1726	C117		true	http://purl.obolibrary.org/obo/OBA_1000084	http://purl.obolibrary.org/obo/PATO_0000701				Compiler: Anne E Thessen	R072
M1727	C117		true	http://eol.org/schema/terms/NucleusLocation	http://purl.obolibrary.org/obo/PATO_0002268				Compiler: Anne E Thessen	R072
M1728	C117		true	http://purl.obolibrary.org/obo/OBA_1000018	http://purl.obolibrary.org/obo/PATO_0001871				Compiler: Anne E Thessen	R072
M1729	C117		false	http://eol.org/schema/terms/Salinity	35	http://eol.org/schema/terms/practicalSalinityUnits			Compiler: Anne E Thessen	R072
M1730	C117		false	http://eol.org/schema/terms/SeawaterTemperature	17	http://purl.obolibrary.org/obo/UO_0000027	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R072
M1731	C117		false	http://eol.org/schema/terms/SeawaterTemperature	14	http://purl.obolibrary.org/obo/UO_0000027	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R072
M1732	C117		false	http://rs.tdwg.org/dwc/terms/verbatimDepth	surface water				Compiler: Anne E Thessen	R072
M1733	C118		true	http://eol.org/schema/terms/CellLength	34	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R073
M1734	C118		true	http://eol.org/schema/terms/CellLength	24	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R073
M1735	C118		true	http://eol.org/schema/terms/CellWidth	40	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R073
M1736	C118		true	http://eol.org/schema/terms/CellWidth	24	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R073
M1737	C118		true	http://eol.org/schema/terms/ColonyForming	http://eol.org/schema/terms/facultative				Compiler: Anne E Thessen	R073
M1738	C118		true	http://eol.org/schema/terms/ColonyType	http://eol.org/schema/terms/string				Compiler: Anne E Thessen	R073
M1739	C118		true	http://purl.obolibrary.org/obo/OBA_1000092	http://purl.obolibrary.org/obo/PATO_0001596				Compiler: Anne E Thessen	R073
M1740	C118		true	http://purl.obolibrary.org/obo/OBA_1000093	http://purl.obolibrary.org/obo/PATO_0000587				Compiler: Anne E Thessen	R073
M1741	C118		true	http://eol.org/schema/terms/NucleusLocation	http://purl.obolibrary.org/obo/PATO_0002268				Compiler: Anne E Thessen	R073
M1742	C118		true	http://purl.obolibrary.org/obo/OBA_1000018	http://purl.obolibrary.org/obo/PATO_0001891				Compiler: Anne E Thessen	R073
M1743	C118		true	http://purl.obolibrary.org/obo/OBA_1000084	http://purl.obolibrary.org/obo/PATO_0000701				Compiler: Anne E Thessen	R073
M1744	C118		true	http://eol.org/schema/terms/CingulumType	http://eol.org/schema/terms/descendingCingulum				Compiler: Anne E Thessen	R073
M1745	C118		true	http://eol.org/schema/terms/SulcusType	http://eol.org/schema/terms/protrudingSulcus				Compiler: Anne E Thessen	R073
M1746	C118		true	http://eol.org/schema/terms/ChloroplastQuantity	http://eol.org/schema/terms/numerous				Compiler: Anne E Thessen	R073
M1747	C118		true	http://purl.obolibrary.org/obo/OBA_1000097	http://purl.obolibrary.org/obo/PATO_0000587				Compiler: Anne E Thessen	R073
M1748	C118		true	http://eol.org/schema/terms/ChloroplastLocation	http://purl.obolibrary.org/obo/PATO_0001566				Compiler: Anne E Thessen	R073
M1749	C119		true	http://eol.org/schema/terms/CellShapeFrontal	http://eol.org/schema/terms/oval2D				Compiler: Anne E Thessen	R074
M1750	C119		true	http://purl.obolibrary.org/obo/OBA_0000052	http://purl.obolibrary.org/obo/PATO_0002053				Compiler: Anne E Thessen	R074
M1751	C119		true	http://eol.org/schema/terms/CellLength	65	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R074
M1752	C119		true	http://eol.org/schema/terms/CellLength	48	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R074
M1753	C119		true	http://eol.org/schema/terms/CellWidth	43	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R074
M1754	C119		true	http://eol.org/schema/terms/CellWidth	30	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R074
M1755	C119		true	http://eol.org/schema/terms/EpiconeShape	http://eol.org/schema/terms/roundedConical				Compiler: Anne E Thessen	R074
M1756	C119		true	http://eol.org/schema/terms/HypoconeShape	http://eol.org/schema/terms/roundedConical				Compiler: Anne E Thessen	R074
M1757	C119		true	http://purl.obolibrary.org/obo/OBA_1000134	http://purl.obolibrary.org/obo/PATO_0002254				Compiler: Anne E Thessen	R074
M1758	C119		true	http://purl.obolibrary.org/obo/GO_0097618	http://purl.obolibrary.org/obo/PATO_0000467				Compiler: Anne E Thessen	R074
M1759	C119		true	http://purl.obolibrary.org/obo/OBA_1000092	http://purl.obolibrary.org/obo/PATO_0001596				Compiler: Anne E Thessen	R074
M1760	C119		true	http://eol.org/schema/terms/CingulumLocation	http://eol.org/schema/terms/preMedian				Compiler: Anne E Thessen	R074
M1761	C119		true	http://eol.org/schema/terms/CingulumType	http://eol.org/schema/terms/descendingCingulum				Compiler: Anne E Thessen	R074
M1762	C119		true	http://eol.org/schema/terms/SulcusType	http://eol.org/schema/terms/protrudingSulcus				Compiler: Anne E Thessen	R074
M1763	C119		true	http://eol.org/schema/terms/NucleusLocation	http://purl.obolibrary.org/obo/PATO_0002268				Compiler: Anne E Thessen	R074
M1764	C119		true	http://purl.obolibrary.org/obo/OBA_1000096	http://purl.obolibrary.org/obo/PATO_0002411				Compiler: Anne E Thessen	R074
M1765	C119		true	http://purl.obolibrary.org/obo/OBA_1000097	http://purl.obolibrary.org/obo/PATO_0000587				Compiler: Anne E Thessen	R074
M1766	C119		true	http://eol.org/schema/terms/ChloroplastQuantity	http://eol.org/schema/terms/numerous				Compiler: Anne E Thessen	R074
M1767	C120		true	http://eol.org/schema/terms/CellLength	41	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R075
M1768	C120		true	http://eol.org/schema/terms/CellLength	23	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R075
M1769	C120		true	http://eol.org/schema/terms/CellWidth	36	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R075
M1770	C120		true	http://eol.org/schema/terms/CellWidth	27	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R075
M1771	C120		true	http://eol.org/schema/terms/ColonyForming	http://eol.org/schema/terms/facultative				Compiler: Anne E Thessen	R075
M1772	C120		true	http://eol.org/schema/terms/ColonyType	http://eol.org/schema/terms/string				Compiler: Anne E Thessen	R075
M1773	C120		true	http://eol.org/schema/terms/CellShapeFrontal	http://eol.org/schema/terms/oval2D				Compiler: Anne E Thessen	R075
M1774	C120		true	http://purl.obolibrary.org/obo/OBA_1000094	http://purl.obolibrary.org/obo/PATO_0001891				Compiler: Anne E Thessen	R075
M1775	C120		true	http://eol.org/schema/terms/ChloroplastQuantity	http://eol.org/schema/terms/numerous				Compiler: Anne E Thessen	R075
M1776	C120		true	http://eol.org/schema/terms/NucleusLocation	http://purl.obolibrary.org/obo/PATO_0002268				Compiler: Anne E Thessen	R075
M1777	C120		true	http://eol.org/schema/terms/ChloroplastLocation	http://purl.obolibrary.org/obo/PATO_0002107				Compiler: Anne E Thessen	R075
M1778	C120		true	http://purl.obolibrary.org/obo/OBA_1000084	http://eol.org/schema/terms/hexagonalGrid				Compiler: Anne E Thessen	R075
M1779	C121		true	http://eol.org/schema/terms/ColonyForming	http://eol.org/schema/terms/facultative				Compiler: Anne E Thessen	R076
M1780	C121		true	http://eol.org/schema/terms/ColonyType	http://eol.org/schema/terms/string				Compiler: Anne E Thessen	R076
M1781	C121		true	http://eol.org/schema/terms/EpiconeShape	http://purl.obolibrary.org/obo/PATO_0002021				Compiler: Anne E Thessen	R076
M1782	C121		true	http://purl.obolibrary.org/obo/OBA_1000133	http://purl.obolibrary.org/obo/PATO_0002258				Compiler: Anne E Thessen	R076
M1783	C121		true	http://purl.obolibrary.org/obo/OBA_1000134	http://purl.obolibrary.org/obo/PATO_0001857				Compiler: Anne E Thessen	R076
M1784	C121		true	http://eol.org/schema/terms/SulcusType	http://eol.org/schema/terms/protrudingSulcus				Compiler: Anne E Thessen	R076
M1785	C121		true	http://purl.obolibrary.org/obo/GO_0009507	http://purl.obolibrary.org/obo/PATO_0000467				Compiler: Anne E Thessen	R076
M1786	C121		true	http://eol.org/schema/terms/CellLength	35	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R076
M1787	C121		true	http://eol.org/schema/terms/CellLength	30	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R076
M1788	C121		true	http://eol.org/schema/terms/CellWidth	28	http://purl.obolibrary.org/obo/UO_0000017	http://www.ebi.ac.uk/efo/EFO_0001444		Compiler: Anne E Thessen	R076
M1789	C122		true	http://eol.org/schema/terms/ColonyForming	http://eol.org/schema/terms/facultative				Compiler: Anne E Thessen	R077
M1790	C122		true	http://eol.org/schema/terms/ColonyType	http://eol.org/schema/terms/string				Compiler: Anne E Thessen	R077
M1791	C122		true	http://eol.org/schema/terms/CingulumType	http://eol.org/schema/terms/descendingCingulum				Compiler: Anne E Thessen	R077
M1792	C122		true	http://eol.org/schema/terms/SulcusType	http://eol.org/schema/terms/protrudingSulcus				Compiler: Anne E Thessen	R077
M1793	C122		true	http://eol.org/schema/terms/ChloroplastQuantity	http://eol.org/schema/terms/numerous				Compiler: Anne E Thessen	R077
M1794	C122		true	http://eol.org/schema/terms/NucleusLocation	http://purl.obolibrary.org/obo/PATO_0002268				Compiler: Anne E Thessen	R077
M1795	C122		true	http://eol.org/schema/terms/CellLength	65	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R077
M1796	C122		true	http://eol.org/schema/terms/CellLength	34	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R077
M1797	C122		true	http://eol.org/schema/terms/CellWidth	43	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R077
M1798	C122		true	http://eol.org/schema/terms/CellWidth	27	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R077
M1799	C122		true	http://eol.org/schema/terms/CellLength	60	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001114		Compiler: Anne E Thessen	R077
M1800	C122		true	http://eol.org/schema/terms/CellLength	23	http://purl.obolibrary.org/obo/UO_0000017	http://semanticscience.org/resource/SIO_001113		Compiler: Anne E Thessen	R077
M1801	C122		false	http://rs.tdwg.org/dwc/terms/countryCode	RA				Compiler: Anne E Thessen	R077
M1802	C122		false	http://rs.tdwg.org/dwc/terms/countryCode	AU				Compiler: Anne E Thessen	R077
M1803	C122		false	http://rs.tdwg.org/dwc/terms/countryCode	IT				Compiler: Anne E Thessen	R077
M1804	C122		false	http://rs.tdwg.org/dwc/terms/countryCode	JP				Compiler: Anne E Thessen	R077
M1805	C122		false	http://rs.tdwg.org/dwc/terms/countryCode	MX				Compiler: Anne E Thessen	R077
M1806	C122		false	http://rs.tdwg.org/dwc/terms/countryCode	PH				Compiler: Anne E Thessen	R077
M1807	C122		false	http://rs.tdwg.org/dwc/terms/countryCode	PT				Compiler: Anne E Thessen	R077
M1808	C122		false	http://rs.tdwg.org/dwc/terms/countryCode	ES				Compiler: Anne E Thessen	R077
M1809	C122		false	http://rs.tdwg.org/dwc/terms/countryCode	VE				Compiler: Anne E Thessen	R077
M1810	C131		true	http://eol.org/schema/terms/ColonyForming	http://eol.org/schema/terms/facultative				Compiler: Anne E Thessen	R078
M1811	C131		true	http://eol.org/schema/terms/ColonyType	http://eol.org/schema/terms/string				Compiler: Anne E Thessen	R078
